province,latitude,longitude,source,source_status,collected_at,date,temperature_2m,relative_humidity_2m,precipitation,rain,weather_code,wind_speed_10m
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 05:00:00+07:00,24.65,98.22069,1.4,0.39999998,80.0,7.79215
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 06:00:00+07:00,24.5,97.338455,5.2,0.8999996,81.0,9.54
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 07:00:00+07:00,25.15,95.90638,1.3,1.3,80.0,8.604301
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 08:00:00+07:00,25.05,97.05856,4.7,0.19999981,81.0,9.354806
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 09:00:00+07:00,25.65,93.3768,4.4,1.2,81.0,4.91634
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 10:00:00+07:00,26.65,90.41537,3.4,0.8000002,81.0,5.6492476
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 11:00:00+07:00,27.25,91.26468,4.7,0.6999998,81.0,4.7521367
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 12:00:00+07:00,27.65,89.152214,1.6,1.4,80.0,13.0806875
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 13:00:00+07:00,28.6,88.96157,1.6,0.20000005,80.0,11.843124
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 14:00:00+07:00,29.45,85.69447,0.3,0.20000002,95.0,13.83192
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 15:00:00+07:00,29.85,83.006294,0.1,0.0,95.0,13.845967
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 16:00:00+07:00,29.1,84.654976,0.3,0.0,95.0,11.48761
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 17:00:00+07:00,28.55,84.34696,0.2,0.1,51.0,13.83192
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 18:00:00+07:00,27.75,90.22213,0.2,0.2,51.0,12.348051
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 19:00:00+07:00,27.35,92.35836,0.0,0.0,3.0,9.726664
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 20:00:00+07:00,27.1,94.27852,0.0,0.0,3.0,11.183201
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 21:00:00+07:00,27.1,95.11804,0.0,0.0,3.0,12.011544
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 22:00:00+07:00,26.3,94.24542,1.7,0.0,80.0,14.0734215
Hai Duong,20.9373,106.3146,forecast,public_open_meteo_api,2026-05-17T19:33:44.232528+00:00,2026-05-18 23:00:00+07:00,26.5,95.37929,0.2,0.2,51.0,11.157097
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 00:00:00+07:00,25.45,97.93904,1.3,0.0,80.0,9.511088
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 01:00:00+07:00,25.35,97.93751,1.5,1.0,80.0,7.072878
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 02:00:00+07:00,25.2,98.81552,3.1,0.5,81.0,2.3469126
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 03:00:00+07:00,25.05,98.814224,1.6,0.70000005,80.0,4.846648
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 04:00:00+07:00,25.2,97.64332,2.8,1.0999999,81.0,4.0249224
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 05:00:00+07:00,25.25,97.93597,1.1,0.90000004,55.0,8.604301
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 06:00:00+07:00,25.2,95.621254,4.7,0.5,81.0,3.6
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 07:00:00+07:00,25.25,96.1966,1.6,1.6,80.0,11.720751
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 08:00:00+07:00,25.55,94.77922,0.9,0.9,53.0,9.172938
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 09:00:00+07:00,26.75,88.81795,0.6,0.6,53.0,9.693296
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 10:00:00+07:00,27.9,85.03432,0.4,0.3,51.0,11.837652
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 11:00:00+07:00,27.85,85.2828,1.0,0.39999998,55.0,11.052058
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 12:00:00+07:00,28.9,81.676285,0.4,0.2,51.0,13.633737
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 13:00:00+07:00,29.45,80.30335,0.2,0.1,51.0,14.081477
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 14:00:00+07:00,29.3,81.00167,0.2,0.1,51.0,15.94601
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 15:00:00+07:00,29.55,76.81486,0.1,0.1,51.0,15.861463
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 16:00:00+07:00,29.3,77.69905,0.5,0.099999994,53.0,16.021011
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 17:00:00+07:00,28.45,84.58704,0.5,0.099999994,53.0,15.299999
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 18:00:00+07:00,28.0,87.090164,0.1,0.1,51.0,11.832176
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 19:00:00+07:00,27.75,89.68957,0.0,0.0,3.0,9.1958685
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 20:00:00+07:00,27.75,90.75746,0.0,0.0,3.0,10.962281
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 21:00:00+07:00,27.8,88.11253,0.0,0.0,3.0,13.708391
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 22:00:00+07:00,27.4,91.00393,0.3,0.0,51.0,14.192631
Hai Phong,20.8449,106.6881,forecast,public_open_meteo_api,2026-05-17T19:33:44.238802+00:00,2026-05-18 23:00:00+07:00,27.2,90.72147,0.1,0.1,51.0,10.3621235
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 00:00:00+07:00,27.2,88.062744,0.0,0.0,2.0,8.297589
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 01:00:00+07:00,27.15,88.58503,0.0,0.0,2.0,9.178235
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 02:00:00+07:00,26.9,87.25206,0.5,0.099999994,53.0,13.681184
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 03:00:00+07:00,26.05,89.02976,0.1,0.1,51.0,15.299999
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 04:00:00+07:00,25.4,90.87533,0.0,0.0,2.0,4.613762
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 05:00:00+07:00,25.15,93.35288,0.0,0.0,2.0,3.8856654
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 06:00:00+07:00,25.3,93.640526,0.0,0.0,1.0,6.2483597
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 07:00:00+07:00,26.75,89.61687,0.0,0.0,0.0,6.603817
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 08:00:00+07:00,28.5,83.34557,0.0,0.0,1.0,10.075177
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 09:00:00+07:00,29.4,78.410774,0.2,0.1,51.0,13.926464
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 10:00:00+07:00,30.2,74.882996,0.1,0.1,51.0,15.922626
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 11:00:00+07:00,31.25,69.272026,0.1,0.0,51.0,12.992458
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 12:00:00+07:00,32.2,67.62009,0.1,0.1,51.0,13.330941
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 13:00:00+07:00,32.75,65.35908,0.0,0.0,95.0,12.682018
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 14:00:00+07:00,29.95,75.51491,1.2,0.100000024,55.0,16.299694
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 15:00:00+07:00,29.65,77.74976,1.2,0.90000004,55.0,10.075177
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 16:00:00+07:00,29.1,82.675285,2.4,0.5000001,80.0,10.735306
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 17:00:00+07:00,28.6,85.35809,0.4,0.2,51.0,11.225132
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 18:00:00+07:00,28.3,87.633995,0.1,0.1,51.0,4.4456716
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 19:00:00+07:00,27.9,89.966125,0.0,0.0,2.0,2.8116899
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 20:00:00+07:00,27.6,91.286285,0.0,0.0,2.0,3.9477081
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 21:00:00+07:00,27.35,91.813194,0.0,0.0,3.0,4.175069
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 22:00:00+07:00,27.15,92.07418,0.0,0.0,3.0,4.846648
Hau Giang,9.7579,105.6413,forecast,public_open_meteo_api,2026-05-17T19:33:44.245317+00:00,2026-05-18 23:00:00+07:00,27.1,90.17728,0.0,0.0,3.0,6.689125
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 00:00:00+07:00,25.3,98.22922,0.0,0.0,3.0,3.9966483
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 01:00:00+07:00,25.0,98.519135,0.0,0.0,3.0,3.4576871
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 02:00:00+07:00,24.75,98.51639,0.0,0.0,3.0,2.8116899
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 03:00:00+07:00,24.55,98.80982,0.4,0.2,51.0,5.7852573
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 04:00:00+07:00,24.4,98.512535,0.2,0.2,51.0,2.2768397
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 05:00:00+07:00,24.2,98.21469,0.2,0.2,51.0,3.01735
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 06:00:00+07:00,24.6,97.92605,0.1,0.1,51.0,2.7416782
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 07:00:00+07:00,25.55,95.91832,0.0,0.0,3.0,3.319036
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 08:00:00+07:00,27.05,88.05028,0.0,0.0,3.0,3.2846913
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 09:00:00+07:00,28.25,81.59647,0.1,0.0,51.0,2.5959969
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 10:00:00+07:00,30.25,72.475426,0.1,0.0,51.0,3.9640884
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 11:00:00+07:00,30.5,71.23149,0.1,0.0,51.0,4.3832865
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 12:00:00+07:00,31.45,67.877884,0.2,0.1,95.0,7.10031
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 13:00:00+07:00,27.7,92.377396,1.8,0.5,80.0,8.049845
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 14:00:00+07:00,28.9,84.63412,0.6,0.5,95.0,8.669949
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 15:00:00+07:00,27.7,84.76063,0.7,0.19999999,53.0,13.523978
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 16:00:00+07:00,26.95,88.305145,0.5,0.5,53.0,6.310277
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 17:00:00+07:00,26.8,89.888176,0.3,0.3,51.0,6.12
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 18:00:00+07:00,26.35,92.85543,0.1,0.1,51.0,7.247096
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 19:00:00+07:00,25.9,95.0754,0.0,0.0,3.0,4.8899083
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 20:00:00+07:00,25.65,96.49488,0.0,0.0,3.0,8.39078
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 21:00:00+07:00,25.65,96.207726,0.0,0.0,3.0,8.553314
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 22:00:00+07:00,25.65,95.35067,0.0,0.0,3.0,7.928178
Hoa Binh,20.6861,105.3131,forecast,public_open_meteo_api,2026-05-17T19:33:44.253201+00:00,2026-05-18 23:00:00+07:00,25.6,96.206345,0.0,0.0,3.0,5.0432134
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 00:00:00+07:00,25.8,97.07472,1.6,0.0,80.0,7.145796
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 01:00:00+07:00,25.5,94.77733,4.2,0.0,81.0,8.865799
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 02:00:00+07:00,25.35,96.19938,1.1,0.70000005,55.0,8.019601
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 03:00:00+07:00,25.25,97.35314,0.7,0.7,53.0,4.724786
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 04:00:00+07:00,25.2,97.64332,0.5,0.4,53.0,6.5223618
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 05:00:00+07:00,25.15,97.64248,0.9,0.19999999,53.0,2.5455842
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 06:00:00+07:00,24.95,97.931404,1.4,0.100000024,80.0,8.089993
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 07:00:00+07:00,25.0,97.05749,9.0,0.0,81.0,7.293888
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 08:00:00+07:00,25.55,93.652,2.1,2.1,80.0,7.2649574
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 09:00:00+07:00,25.25,96.77336,4.4,0.3000002,81.0,5.854844
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 10:00:00+07:00,25.65,92.81942,2.3,1.5,80.0,1.659518
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 11:00:00+07:00,26.5,91.21808,0.8,0.8,53.0,9.582358
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 12:00:00+07:00,27.8,88.63671,0.3,0.3,51.0,6.8138976
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 13:00:00+07:00,29.4,85.437805,0.2,0.1,95.0,10.134495
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 14:00:00+07:00,30.0,82.53624,0.1,0.1,95.0,11.592895
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 15:00:00+07:00,30.1,83.27915,0.1,0.0,95.0,13.229694
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 16:00:00+07:00,28.65,89.75439,1.2,0.20000005,95.0,12.267762
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 17:00:00+07:00,28.0,89.1787,2.0,0.100000024,80.0,15.10821
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 18:00:00+07:00,27.35,92.63199,0.5,0.5,53.0,10.9859
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 19:00:00+07:00,27.4,92.908905,0.0,0.0,3.0,10.036512
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 20:00:00+07:00,27.4,94.29084,0.0,0.0,95.0,11.440979
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 21:00:00+07:00,27.3,94.00874,0.0,0.0,95.0,15.086748
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 22:00:00+07:00,27.15,93.171684,0.8,0.100000024,53.0,15.410774
Hung Yen,20.6464,106.0511,forecast,public_open_meteo_api,2026-05-17T19:33:44.259217+00:00,2026-05-18 23:00:00+07:00,26.75,93.706604,0.0,0.0,3.0,12.466867
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 00:00:00+07:00,27.333,99.41551,0.0,0.0,95.0,1.8
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 01:00:00+07:00,27.282999,99.415306,0.0,0.0,95.0,1.8089776
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 02:00:00+07:00,27.233,99.70715,0.0,0.0,95.0,3.0652895
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 03:00:00+07:00,27.233,96.25122,0.0,0.0,95.0,4.143911
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 04:00:00+07:00,27.182999,94.56091,0.0,0.0,95.0,4.5891175
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 05:00:00+07:00,27.133,94.27987,0.0,0.0,95.0,2.8799999
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 06:00:00+07:00,27.233,94.56283,0.0,0.0,95.0,2.9024127
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 07:00:00+07:00,28.133,87.61968,0.0,0.0,95.0,2.7416782
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 08:00:00+07:00,29.383,79.34659,0.0,0.0,3.0,1.4512063
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 09:00:00+07:00,30.782999,72.35157,0.0,0.0,3.0,1.2074767
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 10:00:00+07:00,32.333,62.037746,0.0,0.0,3.0,7.0407386
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 11:00:00+07:00,32.833,60.13241,0.0,0.0,3.0,14.33347
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 12:00:00+07:00,32.783,63.638035,0.0,0.0,2.0,18.396141
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 13:00:00+07:00,32.083,67.39654,0.1,0.0,95.0,22.640678
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 14:00:00+07:00,32.383,62.98535,0.6,0.5,53.0,14.408997
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 15:00:00+07:00,31.883,65.18132,0.4,0.2,51.0,13.681183
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 16:00:00+07:00,31.633,66.508865,0.2,0.0,51.0,8.827344
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 17:00:00+07:00,31.133,68.42757,0.1,0.0,51.0,8.6867485
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 18:00:00+07:00,29.983,75.52008,0.0,0.0,2.0,8.827344
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 19:00:00+07:00,29.133,81.94742,0.0,0.0,2.0,7.486788
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 20:00:00+07:00,28.733,85.11916,0.0,0.0,3.0,7.4932766
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 21:00:00+07:00,28.333,89.20384,0.0,0.0,95.0,3.6447225
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 22:00:00+07:00,27.983,91.040886,0.0,0.0,95.0,5.004518
Khanh Hoa,12.2388,109.1967,forecast,public_open_meteo_api,2026-05-17T19:35:07.937175+00:00,2026-05-18 23:00:00+07:00,27.733,92.92573,0.0,0.0,95.0,4.39436
Kien Giang,10.0125,105.0809,forecast,public_open_meteo_api,2026-05-17T19:35:07.946948+00:00,2026-05-18 00:00:00+07:00,29.2675,74.2865,0.1,0.1,51.0,16.810495
Kien Giang,10.0125,105.0809,forecast,public_open_meteo_api,2026-05-17T19:35:07.946948+00:00,2026-05-18 01:00:00+07:00,27.9675,79.629814,0.7,0.29999998,53.0,22.204296
Kien Giang,10.0125,105.0809,forecast,public_open_meteo_api,2026-05-17T19:35:07.946948+00:00,2026-05-18 02:00:00+07:00,27.317501,87.02906,0.5,0.5,53.0,16.90563
Kien Giang,10.0125,105.0809,forecast,public_open_meteo_api,2026-05-17T19:35:07.946948+00:00,2026-05-18 03:00:00+07:00,27.1175,85.72035,0.5,0.5,53.0,16.466803
Kien Giang,10.0125,105.0809,forecast,public_open_meteo_api,2026-05-17T19:35:07.946948+00:00,2026-05-18 04:00:00+07:00,27.3675,85.74489,0.1,0.1,51.0,10.587917
Kien Giang,10.0125,105.0809,forecast,public_open_meteo_api,2026-05-17T19:35:07.946948+00:00,2026-05-18 05:00:00+07:00,26.9675,86.478775,0.3,0.3,51.0,11.844492
Kien Giang,10.0125,105.0809,forecast,public_open_meteo_api,2026-05-17T19:35:07.946948+00:00,2026-05-18 06:00:00+07:00,26.817501,88.03088,0.2,0.2,51.0,11.9466305
